Time,Y,Y_type,CL,Drug,ConcInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,63.9344066666667,IL6,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,129.643066666667,IL6,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,202.060566666667,IL6,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,60.2761566666667,IL6,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,101.197483333333,IL6,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,231.421133333333,IL6,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,389.047266666667,IL6,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,45.89839,IL6,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,111.874476666667,IL6,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,261.214633333333,IL6,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,576.348766666667,IL6,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,HighExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,HighExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,HighExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,HighExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,HighExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,HighExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,HighExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,HighExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,HighExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,12.02619,TNFa,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,36.97107,TNFa,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,38.5557966666667,TNFa,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,117.67384,TNFa,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,129.241876666667,TNFa,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,69.4316033333333,TNFa,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,238.381,TNFa,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,451.9058,TNFa,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,76.1253733333333,TNFa,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,310.292066666667,TNFa,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,745.1658,TNFa,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7.44425,IL6,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,24.6377233333333,IL6,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.33818333333333,IL6,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,14.6331346666667,IL6,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,61.5549,IL6,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5.62813,IL6,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,22.1188533333333,IL6,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.787178666666667,IL6,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5.64741733333333,IL10,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2.80177333333333,IL10,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,145.79573,IL10,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,32.9941183333333,IL10,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,75.4227666666667,IL10,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,58.2065633333333,IL10,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,76.8740466666667,IL10,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,15.63565,IL10,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,128.038833333333,IL10,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.925266666666667,IL2,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.44385933333333,IL2,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.842292,IL2,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.17419133333333,IL2,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.73427166666667,IL2,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.883779333333333,IL2,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.46460333333333,IL2,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.194935,IL2,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,13.6619086666667,IL2,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,17.644704,IL2,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.27791033333333,IL2,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.821548,IL2,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.46460333333333,IL2,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.966754,IL2,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,HighAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IFNg,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IFNg,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IFNg,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IFNg,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TNFa,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,TNFa,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,TNFa,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,TNFa,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
